Course,Title,Units,Lec/Sec,Days,Begin,End,Bldg/Room,Location,Instructor(s),
,,,C,F,02:30PM,03:50PM,CYH 100,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,F,02:30PM,03:50PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
3251,Introduction to Computational Molecular Biology,6,13,MWF,10:30AM,11:20AM,HH B103,"Pittsburgh, Pennsylvania","Schwartz, McManus",
,,,A3,F,11:30AM,12:50PM,BH 140E,"Pittsburgh, Pennsylvania","Schwartz, McManus",
,,,B3,F,01:00PM,02:20PM,BH 140E,"Pittsburgh, Pennsylvania","Schwartz, McManus",
,,,C3,F,02:30PM,03:50PM,BH 140E,"Pittsburgh, Pennsylvania","Schwartz, McManus",
3252,Introduction to Computational Cell Biology,6,14,MWF,10:30AM,11:20AM,HH B103,"Pittsburgh, Pennsylvania","Murphy, McManus",
,,,A4,F,11:30AM,12:50PM,BH 140E,"Pittsburgh, Pennsylvania","Murphy, McManus",
,,,B4,F,01:00PM,02:20PM,BH 140E,"Pittsburgh, Pennsylvania","Murphy, McManus",
,,,C4,F,02:30PM,03:50PM,BH 140E,"Pittsburgh, Pennsylvania","Murphy, McManus",
3302,Undergraduate Colloquium for Juniors,3-Jan,A,R,09:30AM,10:20AM,DH 1212,"Pittsburgh, Pennsylvania",Braun,
3344,Experimental Biochemistry,12,W,MW,01:30PM,05:20PM,CMB 2196,"Doha, Qatar",Vincent,
,,,,U,03:30PM,04:20PM,CMB 2196,"Doha, Qatar",,
,,,Lec,W,01:30PM,02:20PM,MI 348,"Pittsburgh, Pennsylvania",Doonan,
,,,A,MF,12:30PM,04:20PM,MI 333,"Pittsburgh, Pennsylvania",Doonan,
,,,B,TR,12:30PM,04:20PM,MI 333,"Pittsburgh, Pennsylvania",Doonan,
3346,Experimental Neuroscience,12,Lec,W,02:30PM,03:20PM,MI 448,"Pittsburgh, Pennsylvania",Drill,
,,,A,MF,12:30PM,04:30PM,MI 304,"Pittsburgh, Pennsylvania",Drill,
,,,B,TR,12:30PM,04:30PM,MI 304,"Pittsburgh, Pennsylvania",Drill,
3350,Developmental Biology,9,A,MWF,09:30AM,10:20AM,PH 125C,"Pittsburgh, Pennsylvania",Ettensohn,
3362,Cellular Neuroscience,9,W,MW,09:00AM,10:20AM,TBA,"Doha, Qatar",Hovis,
3363,Systems Neuroscience,9,A,TR,09:30AM,10:20AM,SH 125,"Pittsburgh, Pennsylvania",Brasier,
3370,Principles of Biotechnology,9,A,TR,09:00AM,10:20AM,SH 208,"Pittsburgh, Pennsylvania",Bruchez,
3390,Molecular and Cellular Immunology,9,A,TR,10:30AM,11:50AM,SH 214,"Pittsburgh, Pennsylvania",Rule,
3391,Microbiology,9,A,TR,12:00PM,01:20PM,GHC 5222,"Pittsburgh, Pennsylvania","Mitchell, Evilevitch, Hiller",
3392,Microbiology Laboratory,6,A4,MF,01:30PM,04:20PM,DH 2303,"Pittsburgh, Pennsylvania",Visomirski-Robic,
3402,Undergraduate Colloquium for Seniors,3-Jan,A,R,09:30AM,10:20AM,DH 1212,"Pittsburgh, Pennsylvania",Braun,
3409,Special Topics: Stem Cell Engineering:,6,,,,,,,,
,Stem Cell Engineering,,W,UTR,09:30AM,10:20AM,TBA,"Doha, Qatar",Vincent,
3410,Special Topics in Biological Sciences:,4.5,,,,,,,,
,Neural Correlates of Learning and Memory,,A3,TR,10:30AM,11:50AM,WEH 5304,"Pittsburgh, Pennsylvania",Kuhlman,
3412,Topics in Research,2-Jan,A,W,12:00PM,12:50PM,MI 348,"Pittsburgh, Pennsylvania",Kauffman,
,,,W,TBA,,,TBA,"Doha, Qatar",Hovis,
3445,Undergraduate Research,18-Jan,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Braun,
,,,W,TBA,,,DNM DNM,"Doha, Qatar",Hovis,
3545,Honors Research,9-Jan,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Braun,
3601,Computational Biology Internship,Mar-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Thickman,
3620,Techniques in Electron Microscopy,9,A,R,01:30PM,04:20PM,MI 301B,"Pittsburgh, Pennsylvania",Suhan,
3700,MS Thesis Research,Jun-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Subramanian,
3713,Bioinformatics Data Integration Practicum,6,A4,T,04:30PM,05:50PM,MI 434,"Pittsburgh, Pennsylvania",McManus,
3730,Advanced Genetics,12,A,M,04:30PM,06:20PM,MI 434,"Pittsburgh, Pennsylvania","Woolford, Mitchell, McManus",
3740,Advanced Biochemistry,12,A,T,05:30PM,08:20PM,MI 355,"Pittsburgh, Pennsylvania",Hackney,
3741,Advanced Cell Biology,12,A,F,01:30PM,03:50PM,MI 355,"Pittsburgh, Pennsylvania","Linstedt, Campbell, Lee, Leduc",
3744,Membrane Trafficking,9,A,T,01:30PM,03:20PM,TBA,"Pittsburgh, Pennsylvania",Linstedt,
3747,Proposal Preparation and Peer Review,4,A3,MR,03:30PM,04:50PM,MI 448,"Pittsburgh, Pennsylvania",Barth,
3750,Graduate Seminar,1,A,W,03:30PM,04:20PM,MI 348,"Pittsburgh, Pennsylvania","Lee, Hiller",
3755,Graduate Research Seminar,3,A,W,12:00PM,12:50PM,MI 348,"Pittsburgh, Pennsylvania","Lee, Hiller",
3763,Advanced Systems Neuroscience,12,A,TR,09:30AM,10:20AM,SH 125,"Pittsburgh, Pennsylvania",Kuhlman,
,,,,R,04:30PM,05:50PM,MI 355,"Pittsburgh, Pennsylvania",,
3770,Principles of Biotechnology,12,A,TR,09:00AM,10:20AM,SH 208,"Pittsburgh, Pennsylvania",Bruchez,
3791,Advanced Microbiology,12,Lec,TR,12:00PM,01:20PM,GHC 5222,"Pittsburgh, Pennsylvania","Mitchell, Hiller",
,,,A,T,04:30PM,05:50PM,MI 434,"Pittsburgh, Pennsylvania","Mitchell, Hiller",
3900,Doctoral Thesis Research,May-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Subramanian,
Biomedical Engineering,,,,,,,,,,
42051,Study Abroad,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Zapanta,
42101,Introduction to Biomedical Engineering,12,A,MF,02:30PM,03:20PM,WEH 7500,"Pittsburgh, Pennsylvania",Chase,
,,,,W,02:30PM,04:20PM,WEH 7500,"Pittsburgh, Pennsylvania",,
42200,Sophomore BME Research Project,12-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
42201,Professional Issues in Biomedical Engineering,3,A,R,12:30PM,01:20PM,DH A302,"Pittsburgh, Pennsylvania",Wang,
42202,Physiology,9,A,MWF,12:30PM,01:20PM,MM A14,"Pittsburgh, Pennsylvania",Campbell,
42203,Biomedical Engineering Laboratory,9,A,MW,01:30PM,02:50PM,EDS 125,"Pittsburgh, Pennsylvania","Zapanta, Pekkan",
,,,B,TR,10:30AM,11:50AM,EDS 125,"Pittsburgh, Pennsylvania","Zapanta, Pekkan",
42300,Junior BME Research Project,12-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Zapanta,
42400,Senior BME Research Project,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Zapanta,
42402,BME Design Project,9,A,TR,03:00PM,04:20PM,MM 103,"Pittsburgh, Pennsylvania","Zapanta, Chung, Pekkan",
42411,Engineering Biomaterials,9,A,MW,11:30AM,01:20PM,PH A18C,"Pittsburgh, Pennsylvania",Bettinger,
42444,Medical Devices,9,A,MW,01:30PM,02:50PM,PH A19,"Pittsburgh, Pennsylvania",Antaki,
42611,Engineering Biomaterials,12,A,MW,11:30AM,01:20PM,PH A18C,"Pittsburgh, Pennsylvania",Bettinger,
42612,Tissue Engineering,12,A,MWF,09:30AM,11:20AM,EDS 125,"Pittsburgh, Pennsylvania",Feinberg,
42624,Biological Transport and Drug Delivery,9,A,TR,09:00AM,10:20AM,DH 2105,"Pittsburgh, Pennsylvania",Tilton,
42632,Neural Signal Processing,12,A,TR,01:30PM,02:50PM,DH 1212,"Pittsburgh, Pennsylvania",Yu,
42640,Computational Bio-Modeling and Visualization,12,A,MW,11:30AM,01:20PM,WEH 5415,"Pittsburgh, Pennsylvania",Zhang,
42646,Molecular Biomechanics,9,A,TR,12:00PM,01:20PM,WEH 5310,"Pittsburgh, Pennsylvania",Dahl,
42647,Introduction to Continuum Biomechanics,12,A,R,01:30PM,04:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Massoudi,
42648,Cardiovascular Mechanics,12,A,TR,10:30AM,11:50AM,SH 208,"Pittsburgh, Pennsylvania",Cook,
42698,Special Topics,9,A,R,05:30PM,08:20PM,GHC 5222,"Pittsburgh, Pennsylvania",Edington,
42699,Special Topics:,12,,,,,,,,
,Computation Methods in BME,,G,TR,01:30PM,02:50PM,DH 2122,"Pittsburgh, Pennsylvania",Rohde,
,Special Topics:,,,,,,,,,
,Nanoscience and Nanotechnologies in BME,,N,MW,09:00AM,10:20AM,GHC 5222,"Pittsburgh, Pennsylvania",Cohen-Karni,
42701,Biomedical Engineering Seminar,0,A,T,04:30PM,05:50PM,MM 103,"Pittsburgh, Pennsylvania","Wang, Feinberg",
42702,Advanced Physiology,12,A,TR,01:30PM,02:50PM,WEH 5310,"Pittsburgh, Pennsylvania",Campbell,
42703,Wavelets and Multiresolution Techniques,12,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Kovacevic,
42722,Bioprocess Design,12,A,MW,09:30AM,11:20AM,DH 1217,"Pittsburgh, Pennsylvania",Przybycien,
42731,Bioimage Informatics,12,A,MW,12:00PM,01:20PM,GHC 5222,"Pittsburgh, Pennsylvania",Yang,
42735,Medical Image Analysis,12,A,TR,10:30AM,11:50AM,WEH 5316,"Pittsburgh, Pennsylvania",Galeotti,
42744,Medical Devices,12,A,MW,01:30PM,02:50PM,PH A19,"Pittsburgh, Pennsylvania",Antaki,
42790,Practicum in Biomedical Engineering,12,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Trumble,
42792,Extramural Practicum,Mar-36,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
42798,Current Readings in Biomedical Engineering,2-Jan,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
42799,Directed Study,9-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
42801,Biomedical Engineering Seminar,3,A,T,04:30PM,05:50PM,MM 103,"Pittsburgh, Pennsylvania","Wang, Feinberg",
42890,M.S. Research,9-48 4,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
42899,M.S. Research Final Report,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
42990,Ph.D. Thesis Research,Mar-48,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
42996,Teaching Assistantship,2,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
42997,Ph.D. Qualifying Examination,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
42998,Ph.D. Proposal,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
42999,Ph.D Thesis Defense,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Wang,
Business Administration,,,,,,,,,,
70051,Study Abroad,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
70101,Introduction to Business Management,9,A,M,06:30PM,09:20PM,IA SIM AU,"Pittsburgh, Pennsylvania",Ramirez,
70122,Introduction to Accounting,9,W,UT,10:30AM,11:50AM,CMB 1185,"Doha, Qatar",O'Brien,
,,,Lec 1,MW,08:30AM,09:20AM,IA SIM AU,"Pittsburgh, Pennsylvania",Bird,
,,,A,F,08:30AM,09:20AM,IA SIM AU,"Pittsburgh, Pennsylvania",Bird,
,,,B,F,08:30AM,09:20AM,WEH 6423,"Pittsburgh, Pennsylvania",Bird,
,,,C,F,08:30AM,09:20AM,DH 1209,"Pittsburgh, Pennsylvania",Bird,
,,,Lec 2,MW,09:30AM,10:20AM,IA SIM AU,"Pittsburgh, Pennsylvania",Bird,
,,,D,F,09:30AM,10:20AM,IA SIM AU,"Pittsburgh, Pennsylvania",Bird,
,,,E,F,09:30AM,10:20AM,PH 226C,"Pittsburgh, Pennsylvania",Bird,
,,,F,F,09:30AM,10:20AM,SH 222,"Pittsburgh, Pennsylvania",Bird,
70160,Graphic Media Management,9,A,TR,12:00PM,01:20PM,SH 125,"Pittsburgh, Pennsylvania",Stanton,
70194,Publishing Management in the Information Age,9,A,T,01:30PM,04:20PM,TBD TBD,"Pittsburgh, Pennsylvania",Stanton,
,,,,R,01:30PM,02:50PM,HL CLSTR,"Pittsburgh, Pennsylvania",,
70201,Professional and Service Projects,9,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Cofield,
,,,W,TBA,,,DNM DNM,"Doha, Qatar",White,
70208,Regression Analysis,9,W,MW,09:00AM,10:20AM,CMB 1185,"Doha, Qatar",Gasper,
,,,X,MW,10:30AM,11:50AM,CMB 1185,"Doha, Qatar",Gasper,
,,,Lec 1,MW,10:30AM,11:20AM,GHC 4215,"Pittsburgh, Pennsylvania",Lessem,
,,,A,F,10:30AM,11:20AM,PH 225B,"Pittsburgh, Pennsylvania",Lessem,
,,,B,F,10:30AM,11:20AM,WEH 5312,"Pittsburgh, Pennsylvania",Lessem,
,,,C,F,10:30AM,11:20AM,WEH 5310,"Pittsburgh, Pennsylvania",Lessem,
,,,Lec 2,MW,11:30AM,12:20PM,GHC 4215,"Pittsburgh, Pennsylvania",Lessem,
,,,D,F,11:30AM,12:20PM,PH 225B,"Pittsburgh, Pennsylvania",Lessem,
,,,E,F,11:30AM,12:20PM,CFA 102,"Pittsburgh, Pennsylvania",Lessem,
,,,F,F,11:30AM,12:20PM,WEH 5310,"Pittsburgh, Pennsylvania",Lessem,
70311,Organizational Behavior,9,A,TR,09:00AM,10:20AM,IA SIM AU,"Pittsburgh, Pennsylvania",Fichman,
,,,B,TR,10:30AM,11:50AM,IA SIM AU,"Pittsburgh, Pennsylvania",Fichman,
,,,C,TR,01:30PM,02:50PM,IA SIM AU,"Pittsburgh, Pennsylvania",Fichman,
70321,Negotiation and Conflict Resolution,9,A,TR,10:30AM,11:50AM,PH A22,"Pittsburgh, Pennsylvania",Morse,
70332,"Business, Society and Ethics",9,A,TR,03:00PM,04:20PM,BH A53,"Pittsburgh, Pennsylvania",Hornack,
,,,B,TR,06:30PM,07:50PM,DH 1112,"Pittsburgh, Pennsylvania",Hornack,
,,,W,UTR,08:30AM,09:20AM,CMB 2152,"Doha, Qatar",Gray,
70339,Information Technology for Finance,9,A,TR,03:00PM,04:20PM,CFA 102,"Pittsburgh, Pennsylvania",Singh,
70340,Business Communications,9,A,MWF,01:30PM,02:20PM,BH 235B,"Pittsburgh, Pennsylvania",Wyatt,
,,,B,MWF,02:30PM,03:20PM,BH 235B,"Pittsburgh, Pennsylvania",Wyatt,
,,,C,MWF,03:30PM,04:20PM,BH 235B,"Pittsburgh, Pennsylvania",Stark,
70342,Managing Across Cultures,9,A,MW,03:00PM,04:20PM,IA SIM AU,"Pittsburgh, Pennsylvania",Hooker,
70345,Business Presentations,9,A,TR,10:30AM,11:50AM,WEH 5312,"Pittsburgh, Pennsylvania",Deems,
,,,B,TR,12:00PM,01:20PM,WEH 5312,"Pittsburgh, Pennsylvania",Placone,
,,,C,TR,01:30PM,02:50PM,WEH 5312,"Pittsburgh, Pennsylvania",Rudman,
,,,D,TR,03:00PM,04:20PM,WEH 5312,"Pittsburgh, Pennsylvania",Rudman,
,,,W,MW,09:00AM,10:20AM,CMB 1064,"Doha, Qatar",McGinnis,
,,,X,MW,10:30AM,11:50AM,CMB 1064,"Doha, Qatar",McGinnis,
70350,Business Acting,9,A,MWF,01:30PM,02:20PM,DH 2105,"Pittsburgh, Pennsylvania",Hitch,
,,,B,MWF,02:30PM,03:20PM,DH 2105,"Pittsburgh, Pennsylvania",Hitch,
70364,Business Law,9,A,W,06:30PM,09:20PM,HH B103,"Pittsburgh, Pennsylvania",Roberts,
70365,International Trade and International Law,9,A,W,06:30PM,09:20PM,WEH 4709,"Pittsburgh, Pennsylvania",Early,
70366,Intellectual Property and E-Commerce,6,A4,T,06:30PM,09:20PM,BH A53,"Pittsburgh, Pennsylvania",Tungate,
70371,Operations Management,9,A,MW,12:00PM,01:20PM,IA SIM AU,"Pittsburgh, Pennsylvania",Instructor TBA,
70381,Marketing I,9,A,TR,12:00PM,01:20PM,IA SIM AU,"Pittsburgh, Pennsylvania",Huang,
,,,B,TR,03:00PM,04:20PM,IA SIM AU,"Pittsburgh, Pennsylvania",Huang,
70385,Consumer Behavior,9,A,MW,01:30PM,02:50PM,PH 225B,"Pittsburgh, Pennsylvania",Olivola,
70391,Finance,9,A,MW,01:30PM,02:50PM,IA SIM AU,"Pittsburgh, Pennsylvania",Telmer,
70398,International Finance,9,A,MW,12:00PM,01:20PM,DH 1117,"Pittsburgh, Pennsylvania",Osambela Zavala,
70401,Management Game,12,A,TR,12:00PM,01:20PM,MM 103,"Pittsburgh, Pennsylvania",Lamont,
,,,W,MW,10:30AM,11:50AM,CMB 1199,"Doha, Qatar",Vargo,
70415,Introduction to Entrepreneurship,9,A,TR,01:30PM,02:50PM,WEH 5409,"Pittsburgh, Pennsylvania",Anderson,
70416,New Venture Creation,9,A,M,06:30PM,09:20PM,PH 226A,"Pittsburgh, Pennsylvania",Mawhinney,
,,,W,MW,03:00PM,04:20PM,CMB 2152,"Doha, Qatar",White,
70417,Topics in Entrepreneurship,9,W,MW,01:30PM,02:50PM,TBA,"Doha, Qatar",Emerson,
70422,Managerial Accounting,9,A,TR,10:30AM,11:50AM,BH A53,"Pittsburgh, Pennsylvania",Sudbury,
70423,Technology-Based Entrepreneurship,9,W,MW,09:00AM,10:20AM,CMB 1199,"Doha, Qatar",Emerson,
70424,Corporate Financial Reporting,9,A,TR,01:30PM,02:50PM,PH 126A,"Pittsburgh, Pennsylvania",Karolyi,
70425,Entrepreneurship in Creative Industries,9,A,TR,09:00AM,10:20AM,BH 235B,"Pittsburgh, Pennsylvania",Cunningham,
70428,Financial Statement Analysis,9,A,MW,10:30AM,11:50AM,TBD TBD,"Pittsburgh, Pennsylvania",Li,
70430,International Management,9,A,TR,06:30PM,07:50PM,IA SIM AU,"Pittsburgh, Pennsylvania",Cofield,
70438,Commercialization and Innovation,9,A,MW,03:00PM,04:20PM,HBH 1002,"Pittsburgh, Pennsylvania","Boni, Imam",
70440,Corporate Strategy,9,A,MW,01:30PM,02:50PM,PH A22,"Pittsburgh, Pennsylvania",Lamont,
70443,Digital Marketing and Social Media Strategy,9,A,TR,01:30PM,02:50PM,CFA 102,"Pittsburgh, Pennsylvania",Singh,
,,,W,MW,01:30PM,02:50PM,CMB 1031,"Doha, Qatar",Collier,
70451,Management Information Systems,9,A,MW,10:30AM,11:50AM,IA SIM AU,"Pittsburgh, Pennsylvania",Gatterbauer,
,,,W,UTR,10:30AM,11:20AM,CMB 2152,"Doha, Qatar",Mukhopadhyay,
,,,X,UTR,01:30PM,02:20PM,CMB 2152,"Doha, Qatar",Mukhopadhyay,
70453,Business Technology for Consulting,9,W,MW,04:30PM,05:50PM,CMB 1031,"Doha, Qatar",Collier,
70455,Modern Data Management,9,A,TR,01:30PM,02:50PM,PH 125B,"Pittsburgh, Pennsylvania",Gatterbauer,
,,,W,MW,01:30PM,02:50PM,CMB 1190,"Doha, Qatar",Mukhopadhyay,
70460,Mathematical Models for Consulting,9,W,UTR,10:30AM,11:20AM,TBA,"Doha, Qatar",Yilma,
70462,Stochastic Modeling and Simulations,9,A,MW,03:00PM,04:20PM,PH A22,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,W,MW,03:00PM,04:20PM,TBA,"Doha, Qatar",Gasper,
70465,Technology Strategy,9,A,MW,01:30PM,02:50PM,HBH 1004,"Pittsburgh, Pennsylvania",Derdenger,
70471,Supply Chain Management,9,W,UTR,09:30AM,10:20AM,TBA,"Doha, Qatar",Kekre,
70474,Quality Management and Productivity,9,W,UT,03:00PM,04:20PM,CMB 1032,"Doha, Qatar",Kekre,
70476,Service Operations Management,9,A,MW,10:30AM,11:50AM,TBD TBD,"Pittsburgh, Pennsylvania",Instructor TBA,
70480,International Marketing,9,A,TR,10:30AM,11:50AM,TBD TBD,"Pittsburgh, Pennsylvania",Corder,
70481,Marketing Research,9,W,UT,10:30AM,11:50AM,CMB 1199,"Doha, Qatar",Stuettgen,
70488,Interactive Marketing,6,A4,TR,03:00PM,04:20PM,HBH 236,"Pittsburgh, Pennsylvania",Smith,
70492,Investment Analysis,9,W,MW,01:30PM,02:50PM,CMB 2052,"Doha, Qatar",O'Brien,
70493,Advanced Topics In Macroeconomics and Real Business Cycles,6,W,MW,03:00PM,04:20PM,CMB 1031,"Doha, Qatar",Kydland,
70494,Financial Markets: Anomalies and Efficiencies,9,W,UT,04:30PM,05:50PM,CMB 2051,"Doha, Qatar","O'Brien, Farooqi",
70495,Corporate Finance,9,A,TR,09:00AM,10:20AM,WEH 5415,"Pittsburgh, Pennsylvania",Declerck,
,,,B,TR,10:30AM,11:50AM,WEH 5415,"Pittsburgh, Pennsylvania",Declerck,
,,,W,MW,09:00AM,10:20AM,CMB 1199,"Doha, Qatar",Farooqi,
70497,Derivative Securities,9,W,UT,01:30PM,02:50PM,TBA,"Doha, Qatar",Farooqi,
70499,Internship,18-Jan,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
70501,Honor Thesis II,18-Mar,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,W,TBA,,,DNM DNM,"Doha, Qatar",McGinnis,
70502,Independent Study in Management,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,W,TBA,,,DNM DNM,"Doha, Qatar",McGinnis,
70503,Independent Study in Marketing,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
70504,Independent Study in Organizational Behavior,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,W,TBA,,,DNM DNM,"Doha, Qatar",McGinnis,
70505,Independent Study in Finance,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,W,TBA,,,DNM DNM,"Doha, Qatar",McGinnis,
70506,Independent Study Management Information Systems,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
70507,Independent Study in Business Communications,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
70508,Independent Study in International Management,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Hooker,
,,,W,TBA,,,DNM DNM,"Doha, Qatar",McGinnis,
70509,Independent Study in Entrepreneurship,18-Mar,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,W,TBA,,,DNM DNM,"Doha, Qatar",McGinnis,
70637,Interactive Media Design Management,9,A,MW,01:30PM,02:50PM,WEH 5201,"Pittsburgh, Pennsylvania",Dillon,
70643,Publishing on the World Wide Web,9,A,T,03:00PM,04:20PM,WEH 5201,"Pittsburgh, Pennsylvania",Stanton,
,,,,R,03:00PM,04:20PM,BH 255A,"Pittsburgh, Pennsylvania",,
70650,Independent Study: Graphic Communications Management,18-Mar,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Stanton,
CFA Interdisciplinary,,,,,,,,,,
62010,Pittsburgh Filmakers,9,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62051,Study Abroad,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62103,Modern Dance Workshop,6,A,S,03:00PM,05:20PM,PCA 306,"Pittsburgh, Pennsylvania",Ward,
62110,Passport to the Arts,9,A,F,11:30AM,12:50PM,MM 103,"Pittsburgh, Pennsylvania",Kovak,
62141,Black and White Photography I,10,A,MW,01:30PM,04:20PM,MM B10,"Pittsburgh, Pennsylvania",Gruzska,
,,,B,TR,08:30AM,11:20AM,MM B10,"Pittsburgh, Pennsylvania",Griffin,
,,,C,TR,01:30PM,04:20PM,MM B10,"Pittsburgh, Pennsylvania",Maurides,
62142,Digital Photography I,10,A,MW,06:30PM,09:20PM,MM B2,"Pittsburgh, Pennsylvania",Spradlin,
,,,B,TR,01:30PM,04:20PM,MM B2,"Pittsburgh, Pennsylvania",Blum,
62165,Mutable Landscape:,10,A,MW,01:30PM,04:20PM,MM B2,"Pittsburgh, Pennsylvania",Beck,
62215,Visualizing Issues with Images and Sound,5,A4,TR,06:30PM,09:20PM,MM B2,"Pittsburgh, Pennsylvania",Rial,
62231,Current Directions in Documentary Photography,4.5,A3,R,06:30PM,09:20PM,PH 226A,"Pittsburgh, Pennsylvania",Hsu,
62241,Black and White Photography II,10,A,MW,08:30AM,11:20AM,MM B10,"Pittsburgh, Pennsylvania",Prekop,
62247,Introduction to Hot Glass I,3,A,T,09:30AM,12:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,T,06:30PM,09:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,W,12:30PM,03:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,R,12:30PM,03:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,E,S,09:30AM,12:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,F,U,09:30AM,12:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62250,Beginner Beadmaking,3,A,S,12:30PM,03:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62252,Marble Madness,3,A,S,03:30PM,06:20PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62253,Fused Glass Jewelry,3,A,W,06:30PM,09:20PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62254,"Bends, Seals and Sculpting",3,A,W,06:30PM,09:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62255,Imagery in Glass,3,A,S,09:30AM,12:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62256,Introduction to Coldworking,3,A,W,06:30PM,09:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62257,Networking,3,A,W,12:30PM,03:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62261,Cold Cuts and Lamination,3,A,R,06:30PM,09:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62263,Working Deep,3,A,S,03:30PM,06:20PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62324,Documentary Photography & Social Interaction,4.5,A3,R,08:30AM,11:20AM,MM A11,"Pittsburgh, Pennsylvania",Brodsky,
62344,Exploration of the Mosaic,3,A,W,12:30PM,03:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62347,Hot Glass II,3,A,T,12:30PM,03:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,W,09:30AM,12:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,C,W,06:30PM,09:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,D,S,12:30PM,03:30PM,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
62348,Interdisciplinary Independent Study,"3,6,9,12",A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Maurides,
62358,Art and Biology,9,A,TR,09:00AM,10:50AM,CFA 303,"Pittsburgh, Pennsylvania",Maurides,
